Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,0,1217,2,1,3,2,3,0,67,3,1,1,1,0,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2
46,0,1125,0,10,3,3,3,0,94,2,3,3,4,0,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2
43,0,823,2,6,3,2,1,0,81,2,5,0,3,0,19392,22539,7,0,13,3,4,0,21,2,3,16,12,6,14
38,0,1153,1,6,2,4,4,0,40,2,1,2,3,0,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4
39,0,116,2,24,1,0,1,1,52,3,2,1,4,2,4108,5340,7,0,13,3,1,0,18,2,3,7,7,1,7
34,0,971,0,1,3,1,4,1,64,2,3,2,3,0,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6
27,0,1291,0,11,3,2,3,0,98,4,1,1,4,0,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0
44,0,200,1,29,4,4,4,1,32,3,2,1,4,2,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17
47,0,1482,1,5,5,0,4,1,42,3,5,0,3,0,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1
35,0,735,1,6,1,0,3,1,66,3,1,2,3,0,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2
31,0,140,1,12,1,2,3,0,95,3,1,1,4,0,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2
27,0,1167,1,4,2,0,1,1,76,3,1,1,3,1,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3
36,0,1456,0,13,5,3,2,1,96,2,2,2,1,1,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2
27,0,954,0,9,3,3,4,1,44,3,2,2,4,2,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7
26,0,841,1,6,3,4,3,0,46,2,1,1,2,0,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3
37,0,1189,0,3,3,0,3,1,87,3,3,2,4,2,7428,14506,2,0,12,3,1,0,12,3,3,5,3,1,3
41,1,857,2,10,3,0,4,1,91,2,4,1,1,1,17181,12888,4,0,13,3,2,1,21,2,2,7,6,7,7
29,0,153,1,15,2,0,4,0,49,2,2,2,3,2,4193,12682,0,1,12,3,4,0,10,3,3,9,5,0,8
29,2,746,0,2,3,0,4,1,61,3,2,2,3,0,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2
32,0,234,0,1,4,2,2,1,68,2,1,1,2,0,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2
36,0,711,1,5,4,0,2,0,42,3,3,2,1,0,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2
37,0,446,2,1,4,0,2,0,65,3,2,3,2,0,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3
24,0,240,2,22,1,5,4,1,58,1,1,1,3,0,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0
21,1,251,1,10,2,0,1,0,45,2,1,2,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2
22,0,594,1,2,1,1,3,1,100,3,1,2,4,0,2523,19299,0,0,14,3,3,1,3,2,3,2,1,2,1
30,0,330,2,1,3,0,3,1,46,3,1,1,3,1,2064,15428,0,0,21,4,1,1,6,3,4,5,3,1,3
34,0,790,0,24,4,2,1,0,40,2,2,2,2,2,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10
36,0,559,1,12,4,0,3,0,76,3,2,3,3,0,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1
54,0,1147,0,3,3,3,4,0,52,3,2,2,1,0,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5
31,1,1060,0,1,3,0,4,0,54,3,1,1,2,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2
31,0,202,1,8,3,0,1,0,34,2,1,1,2,2,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0
40,1,692,2,11,3,1,4,0,73,3,2,2,3,0,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4
43,0,589,1,14,2,0,2,1,94,3,4,0,1,0,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0
31,1,163,1,24,1,1,4,0,30,3,2,3,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4
41,1,143,0,4,3,3,1,1,56,3,2,2,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7
30,0,634,2,17,4,2,2,0,95,3,3,1,1,0,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8
36,0,1278,2,8,3,0,1,1,77,2,1,1,1,0,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3
27,0,608,1,1,2,0,3,0,68,3,3,3,1,0,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7
27,0,954,0,9,3,3,4,1,44,3,2,3,4,2,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7
47,2,666,1,29,4,0,1,1,88,3,3,0,2,0,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9
29,1,806,1,1,4,0,2,1,76,1,1,1,4,1,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8
45,0,1005,1,28,2,1,4,0,48,2,4,0,2,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6
40,0,1329,1,7,3,0,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3
46,0,1319,0,3,3,1,1,0,45,4,4,2,1,1,13225,7739,2,0,12,3,4,1,25,5,3,19,17,2,8
29,0,1329,1,7,3,0,3,1,82,3,2,2,4,1,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0
24,0,1353,0,3,2,4,1,0,33,3,2,2,3,0,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2
33,0,1069,1,1,3,0,2,0,42,2,2,2,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4
36,0,676,2,1,3,4,3,0,35,3,2,3,2,0,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5
41,0,427,2,10,4,5,2,1,73,2,5,0,4,1,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6
28,0,760,0,2,4,3,2,0,81,3,2,2,2,0,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5
36,2,217,1,18,4,0,1,1,78,3,2,3,4,2,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9
35,0,819,1,18,5,0,2,1,48,4,2,1,1,0,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10
40,0,1308,1,14,3,2,3,1,44,2,5,0,3,2,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9
45,0,549,1,8,4,4,4,1,75,3,2,1,4,0,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8
42,1,748,1,9,2,2,1,0,74,3,1,2,4,2,3673,16458,1,0,13,3,3,0,12,3,3,12,9,5,8
49,0,1495,1,5,4,1,1,1,96,3,2,2,3,0,6651,21534,2,0,14,3,2,1,20,0,2,3,2,1,2
43,0,1372,0,9,3,3,1,0,85,1,2,2,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3
45,0,1329,2,2,2,4,4,0,59,2,2,3,4,1,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9
39,0,360,1,23,3,2,3,1,93,3,1,1,1,2,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3
42,0,622,1,2,4,0,3,0,81,3,2,2,4,0,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2
60,0,422,2,7,3,0,1,0,41,3,5,1,1,0,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10
35,0,817,1,1,3,2,4,0,60,2,2,2,4,0,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0
38,1,148,1,2,3,2,4,0,42,2,1,2,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3
27,0,894,1,9,3,2,4,0,99,3,1,1,2,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3
30,2,879,1,9,2,2,3,0,72,3,2,3,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7
34,2,697,1,3,4,0,3,1,40,2,1,1,4,0,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0
31,0,741,1,2,4,0,2,1,69,3,1,2,3,0,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3
37,0,228,0,6,4,2,3,1,98,3,2,2,4,0,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1
43,0,982,1,12,3,0,1,1,59,2,4,0,2,1,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9
34,0,1351,1,1,4,0,2,1,45,3,2,1,4,0,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1
47,1,217,0,3,3,2,4,0,49,3,4,2,3,1,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13
53,0,661,0,7,2,3,1,0,78,2,3,2,4,0,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4
40,0,299,0,25,4,3,4,1,57,2,3,2,2,2,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0
37,0,558,0,2,3,3,4,1,75,3,2,2,3,0,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0
35,0,1017,1,6,4,0,2,1,82,1,2,2,4,2,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8
34,0,790,0,24,4,2,1,0,40,2,2,2,2,2,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10
37,0,342,0,16,4,3,4,1,66,2,2,2,3,1,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0
38,0,1084,1,29,3,1,4,1,54,3,2,3,4,0,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7
20,0,1097,1,11,3,2,4,0,98,2,1,1,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0
30,1,1012,1,5,4,0,2,1,75,2,1,1,4,1,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3
58,0,1272,1,5,3,1,3,0,37,2,3,1,2,1,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4
42,1,458,1,26,5,2,1,0,60,3,3,0,1,0,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0
55,0,478,1,2,3,2,3,1,60,2,5,0,1,0,19038,19805,8,0,12,3,2,3,34,2,3,1,0,0,0
20,1,871,1,6,3,0,4,0,66,2,1,2,4,2,2926,19783,1,1,18,3,2,0,1,5,3,1,0,1,0
45,0,930,0,9,3,3,4,1,74,3,3,2,1,1,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
39,0,1383,2,2,3,0,4,0,42,2,2,1,4,0,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4
35,1,1199,2,18,4,0,3,1,80,3,2,2,3,0,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2
33,0,1198,1,1,4,4,3,1,100,2,1,1,1,2,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2
37,0,783,2,7,4,2,4,1,78,3,2,1,1,0,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4
25,0,1356,0,10,4,0,3,1,57,3,2,2,4,2,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1
55,0,1117,0,18,5,0,1,0,83,3,4,0,2,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7
43,1,313,1,21,3,2,4,1,61,3,1,2,4,0,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2
34,1,1069,2,2,1,0,4,1,45,2,2,3,3,0,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9
28,2,120,0,4,3,2,2,1,43,3,2,3,3,0,4221,8863,1,0,15,3,2,0,5,3,4,5,4,0,4
37,0,124,1,3,3,4,4,0,35,3,2,2,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1
37,0,290,1,21,3,0,2,1,65,4,1,2,1,0,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7
30,0,740,0,1,3,0,2,1,64,2,2,2,1,0,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7
23,0,1243,2,6,3,0,3,1,63,4,1,2,1,0,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0
18,2,287,1,5,2,0,2,1,73,3,1,1,4,2,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0
40,0,329,1,1,4,0,2,1,88,3,1,2,2,0,2387,6762,3,0,22,4,3,1,7,3,3,4,2,0,3
45,0,1038,1,20,3,2,2,1,95,1,3,2,1,1,10851,19863,2,1,18,3,2,1,24,2,3,7,7,0,7
41,0,1360,2,12,3,1,2,0,49,3,5,1,3,0,19545,16280,1,0,12,3,4,0,23,0,3,22,15,15,8
46,0,734,1,2,4,2,3,1,46,3,5,0,4,1,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2
31,2,587,0,2,4,0,4,0,57,3,3,2,3,1,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6
25,0,1372,0,18,1,0,1,1,93,4,2,2,3,0,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2
32,0,1089,1,7,2,0,4,1,79,3,2,2,3,0,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1
53,0,868,0,8,3,3,1,1,73,3,4,2,4,0,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2
33,2,750,0,22,2,3,3,1,95,3,2,2,2,0,6146,15480,0,0,13,3,1,1,8,2,4,7,7,0,7
24,1,381,1,9,3,2,2,1,89,3,1,2,1,2,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0
50,0,1207,1,28,1,2,4,1,74,4,1,2,3,0,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
45,0,1385,1,20,2,2,3,1,79,3,4,2,4,0,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10
58,0,682,0,10,4,2,4,1,37,3,4,2,3,2,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8
40,0,611,0,7,4,2,2,1,88,3,5,0,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8
38,0,770,0,10,4,3,3,1,73,2,3,2,3,1,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7
29,0,1082,1,9,4,2,4,0,43,3,1,2,3,0,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2
28,0,580,1,27,3,2,2,0,39,1,2,3,1,1,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0
46,0,1003,1,8,4,0,4,0,74,2,2,1,1,1,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7
44,0,1313,1,7,3,2,2,0,31,3,5,0,4,1,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10
36,2,1434,0,8,4,0,1,1,76,2,3,2,1,2,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9
38,0,201,2,10,3,2,2,0,99,1,3,0,3,0,13206,3376,3,0,12,3,1,1,20,3,3,18,16,1,11
35,1,664,1,1,3,2,2,1,79,3,1,1,1,0,2194,5868,4,0,13,3,4,1,5,2,2,3,2,1,2
35,0,1343,1,27,1,2,3,0,53,2,1,1,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1
33,0,586,0,1,3,2,1,1,48,4,2,2,1,1,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8
32,0,1093,0,6,4,2,2,1,87,3,2,2,3,2,5010,24301,1,0,16,3,1,0,12,0,3,11,8,5,7
27,1,1410,0,3,1,2,4,0,71,4,2,3,4,1,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
50,0,410,0,28,3,3,4,1,39,2,3,2,1,1,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0
36,2,427,1,8,3,0,1,0,63,4,3,0,1,0,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5
23,0,977,1,10,3,1,4,1,45,4,1,1,3,0,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2
40,0,630,0,4,4,3,3,1,67,2,3,2,4,0,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11
55,0,111,0,1,2,0,1,1,70,3,3,2,4,0,10239,18092,3,0,14,3,4,1,24,4,3,1,0,1,0
33,0,147,1,4,4,2,3,0,47,2,1,1,2,0,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1
31,0,218,0,7,3,1,2,1,100,4,2,2,4,0,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7
20,0,500,0,2,3,2,3,0,49,2,1,1,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2
50,0,854,0,1,4,2,4,0,68,3,5,0,4,1,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6
31,1,444,0,5,3,3,4,0,84,3,1,1,2,1,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
27,0,1220,1,5,3,0,3,0,85,3,1,1,2,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2
39,0,613,2,6,1,2,4,1,42,2,3,2,1,0,9991,21457,4,0,15,3,1,1,9,5,3,7,7,1,7
31,0,1232,2,7,4,2,3,0,39,3,3,3,4,2,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10
44,1,920,1,24,3,0,4,1,43,3,1,2,3,1,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0
37,0,1107,1,14,3,0,4,0,95,3,1,2,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17
60,0,1179,0,16,4,3,1,1,84,3,2,2,1,2,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2
55,1,135,1,18,4,2,3,1,62,3,2,1,2,0,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7
26,0,1443,0,23,3,3,3,0,47,2,2,2,4,0,4157,21436,7,1,19,3,3,1,5,2,2,2,2,0,0
24,2,673,1,11,2,4,1,0,96,4,2,3,3,1,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3
56,0,1400,2,7,3,0,4,1,49,1,3,3,4,2,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2
18,2,1124,1,1,3,0,4,0,97,3,1,2,4,2,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0
36,0,557,0,3,3,2,1,0,94,2,3,2,4,0,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4
27,2,443,1,3,3,2,4,1,50,3,1,1,4,0,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0
53,0,346,1,6,3,0,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2
51,0,770,2,5,3,0,3,1,84,3,4,0,2,1,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10
46,0,945,2,5,2,2,2,1,80,3,2,1,2,1,5021,10425,8,1,22,4,4,1,16,2,3,4,2,0,2
30,0,501,0,27,5,3,3,1,99,3,2,2,4,1,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7
56,1,906,0,6,3,0,3,0,86,4,4,2,1,0,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7
35,0,755,1,9,4,0,3,1,97,2,2,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
39,0,895,0,5,3,1,4,1,56,3,2,1,4,0,2086,3335,3,0,14,3,3,1,19,6,4,1,0,0,0
44,0,1097,1,10,4,0,3,1,96,3,1,1,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
27,0,1134,1,16,4,1,3,0,37,3,1,2,2,0,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2
54,0,584,2,22,5,2,2,0,91,3,4,1,3,0,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7
37,2,1413,1,5,2,1,3,1,84,4,1,2,3,2,3500,25470,0,0,14,3,1,0,7,2,1,6,5,1,3
39,0,1431,1,1,4,2,3,0,96,3,1,2,3,1,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2
47,0,1176,2,26,4,0,4,0,98,3,5,0,3,0,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0
49,1,1475,1,28,2,0,1,1,97,2,2,2,1,2,4284,22710,3,0,20,4,1,0,20,2,3,4,3,1,3
38,0,433,2,1,3,5,3,1,37,4,1,1,3,0,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0
34,1,653,1,10,4,1,4,1,92,2,2,2,3,0,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7
24,0,1127,1,18,1,0,2,1,52,3,1,2,3,0,2774,13257,0,0,12,3,3,1,6,2,3,5,3,1,2
39,1,945,1,22,3,2,4,0,82,3,3,3,1,2,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8
34,0,131,0,2,3,3,3,0,86,3,2,2,1,2,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2
32,1,1005,2,2,2,0,4,1,79,3,1,2,4,2,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6
49,1,1023,0,2,3,2,4,1,63,2,2,2,2,0,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8
44,0,935,1,3,3,0,1,1,89,3,1,2,1,0,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2
38,0,702,0,1,4,0,1,0,59,2,2,2,4,2,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7
32,0,827,1,1,1,0,4,1,71,3,1,1,1,2,2956,15178,1,0,13,3,4,0,1,2,3,1,0,0,0
19,0,265,1,25,3,0,2,0,57,4,1,1,4,2,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1
37,0,309,0,10,4,0,4,0,88,2,2,2,4,1,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0
55,0,1229,1,4,4,0,4,1,30,3,2,2,3,0,4035,16143,0,1,16,3,2,0,4,2,3,3,2,1,2
32,0,929,0,10,3,3,4,1,55,3,2,2,4,2,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8
24,2,830,0,13,2,0,4,0,78,3,1,1,2,0,2033,7103,1,0,13,3,3,1,1,2,3,1,0,0,0
41,2,256,0,10,2,2,3,1,40,1,2,2,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9
47,1,1093,0,9,3,0,3,1,82,1,4,2,3,0,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10
32,0,548,1,1,3,0,2,1,66,3,2,1,2,0,6220,7346,1,0,17,3,2,2,10,3,3,10,4,0,9
29,0,1329,1,7,3,0,3,1,82,3,2,1,4,1,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0
45,2,1195,2,2,2,2,1,1,65,2,4,1,4,0,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8
38,1,1189,1,1,3,0,4,1,90,3,2,1,4,0,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9
46,0,150,2,2,4,1,4,1,60,3,2,3,4,1,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4
33,0,465,1,2,2,0,1,0,39,3,1,2,1,0,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
43,1,185,1,10,4,0,3,0,33,3,1,2,4,2,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7
42,0,933,1,29,3,0,2,1,98,3,2,3,2,0,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
30,0,1082,0,12,3,1,2,0,83,3,2,2,3,2,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4
40,0,989,2,4,1,2,4,0,46,3,5,1,3,0,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9
42,0,810,1,23,5,0,1,0,44,3,4,0,4,2,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0
31,0,616,1,12,3,2,4,0,41,3,2,2,4,0,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5
44,0,1488,0,1,5,3,2,0,75,3,2,2,1,1,5454,4009,5,1,21,4,3,1,9,2,2,4,3,1,3
32,1,1005,1,2,2,0,4,1,79,3,1,2,4,2,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6
42,0,1332,1,2,4,4,1,1,98,2,2,2,4,2,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0
37,0,671,1,19,3,0,3,1,85,3,2,3,3,0,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2
36,1,635,1,18,1,2,2,0,73,3,1,2,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7
32,0,1259,1,2,4,0,4,1,95,3,1,2,2,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0
27,0,1469,1,1,2,2,4,1,82,3,1,2,2,1,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4
39,0,722,0,24,1,3,2,0,60,2,4,2,4,0,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6
40,0,575,0,22,2,3,3,1,68,2,2,2,3,0,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0
38,0,437,0,16,3,0,2,0,90,3,2,2,2,2,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2
34,0,121,1,2,4,2,3,0,86,2,1,2,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3
28,1,773,1,6,3,0,3,1,39,2,1,1,3,1,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2
42,0,557,2,18,4,0,4,1,35,3,2,1,1,1,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2
49,0,465,1,6,1,0,3,0,41,2,4,2,3,0,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12
18,0,230,1,3,3,0,3,1,54,3,1,2,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0
34,0,1440,0,7,2,1,2,1,55,3,1,1,3,0,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7
29,0,1401,1,6,1,2,2,0,54,3,1,2,4,0,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8
30,0,1138,2,6,3,1,1,0,48,2,2,2,4,0,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7
30,0,305,1,16,3,0,3,1,58,4,2,2,3,0,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7
40,0,896,1,2,3,2,3,1,68,3,1,1,3,1,2345,8045,2,0,14,3,3,1,8,3,4,3,1,1,2
31,1,853,2,1,1,0,3,0,96,3,2,3,1,0,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3
30,2,990,1,7,3,1,3,1,64,3,1,1,3,1,1274,7152,1,0,13,3,2,2,1,2,2,1,0,0,0
50,2,145,0,1,3,0,4,0,95,3,2,2,3,0,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13
34,0,1031,1,6,4,0,3,0,45,2,2,1,2,1,4505,15000,6,0,15,3,3,1,12,3,3,1,0,0,0
47,0,955,0,4,2,0,4,0,83,3,2,2,4,2,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7
38,0,1404,0,1,3,0,1,1,59,2,1,1,1,2,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0
36,0,796,1,12,5,2,4,0,51,2,3,3,4,2,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8
48,0,855,2,4,3,0,4,1,54,3,3,3,4,2,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8
26,0,474,1,3,3,0,1,0,89,3,1,1,4,0,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0
